timestamp_s,timestamp_hr,watts
0,0.0,0.6755824561403508
900,0.25,0.6684070175438597
1800,0.5,0.6697192982456139
2700,0.75,0.678175438596491
3600,1.0,0.669438596491228
4500,1.25,0.6704877192982456
5400,1.5,0.6753824561403509
6300,1.75,0.6800982456140351
7200,2.0,0.6709473684210526
8100,2.25,0.6791824561403509
9000,2.5,0.6731789473684211
9900,2.75,0.6654035087719298
10800,3.0,0.6666315789473684
11700,3.25,0.6809824561403508
12600,3.5,0.6701052631578946
13500,3.75,0.6769473684210525
14400,4.0,0.6671929824561402
15300,4.25,0.6675438596491228
16200,4.5,0.6685561403508771
17100,4.75,0.6722543859649123
18000,5.0,0.6698929824561404
18900,5.25,0.6734912280701754
19800,5.5,0.6715403508771929
20700,5.75,0.6711035087719298
21600,6.0,0.6699438596491227
22500,6.25,0.6729473684210526
23400,6.5,0.6715526315789473
24300,6.75,0.6750491228070175
25200,7.0,0.6682456140350875
26100,7.25,0.667298245614035
27000,7.5,0.6739649122807015
27900,7.75,0.6718596491228069
28800,8.0,0.6741754385964912
29700,8.25,0.6672982456140351
30600,8.5,0.6732631578947369
31500,8.75,0.663157894736842
32400,9.0,0.6719999999999997
33300,9.25,0.6658947368421051
34200,9.5,0.6744561403508771
35100,9.75,0.6858245614035087
36000,10.0,0.679017543859649
36900,10.25,0.6673684210526314
37800,10.5,0.6744210526315789
38700,10.75,0.6725964912280701
39600,11.0,0.6700701754385961
40500,11.25,0.6636140350877193
41400,11.5,0.6671228070175438
42300,11.75,0.6722105263157894
43200,12.0,0.6704210526315787
44100,12.25,0.6761052631578945
45000,12.5,0.6600350877192982
45900,12.75,0.6736140350877192
46800,13.0,0.664456140350877
47700,13.25,0.6726666666666665
48600,13.5,0.675894736842105
49500,13.75,0.6734035087719297
50400,14.0,0.6637894736842105
51300,14.25,0.6691929824561402
52200,14.5,0.6688070175438596
53100,14.75,0.6695438596491228
54000,15.0,0.6677543859649122
54900,15.25,0.6734035087719298
55800,15.5,0.6634035087719298
56700,15.75,0.6768771929824561
57600,16.0,0.6769614035087719
58500,16.25,0.6738701754385964
59400,16.5,0.6773631578947368
60300,16.75,0.6728438596491227
61200,17.0,0.6753140350877193
62100,17.25,0.6789298245614035
63000,17.5,0.6743333333333332
63900,17.75,0.671519298245614
64800,18.0,0.6712614035087718
65700,18.25,0.6672263157894736
66600,18.5,0.6770035087719297
67500,18.75,0.6776877192982457
68400,19.0,0.6841052631578947
69300,19.25,0.6794035087719298
70200,19.5,0.6751859649122808
71100,19.75,0.6681912280701754
72000,20.0,0.6872947368421054
72900,20.25,0.6845105263157896
73800,20.5,0.6792982456140351
74700,20.75,0.6861403508771928
75600,21.0,0.6928421052631578
76500,21.25,0.6855087719298245
77400,21.5,0.6831578947368421
78300,21.75,0.6868771929824561
79200,22.0,0.6883263157894737
80100,22.25,0.6812
81000,22.5,0.6799631578947368
81900,22.75,0.687719298245614
82800,23.0,0.6848070175438595
83700,23.25,0.6761052631578948
84600,23.5,0.6736526315789474
85500,23.75,0.6787017543859648
