,terminal,capacity (GW),inj_max_lmp,inj_mean_lmp,sys_mean_lmp,sys_p95_nodes_mean_t,sys_max_lmp,sys_spread_mean,d_sys_mean,d_sys_p95,d_sys_max,d_inj_max,d_inj_mean,dispatch,dispatch_diff
0,0,4.37,9.473186002501711,2.0444956518021615,1.6259518585163317,2.19487435786692,13.661328101549286,2.711646237098975,1.2923333307536908,1.8177884922283718,12.924361936375846,8.925529493550593,1.6926381027108373,2765.181659855682,520.5591737354234
1,0,3.53,8.595051955501612,1.899351323695224,1.4914548300836288,2.0805050668794838,30.152078811297255,3.2928467234178775,1.1578363023209879,1.7034192012409355,29.415112646123816,8.047395446550494,1.5474937746038997,2608.2284113493115,363.6059252290529
2,0,1.23,5.577282488190752,0.9880017465216996,0.803892646937569,1.0790088245177245,10.000000087430537,1.4869352124355633,0.4702741191749282,0.7019229588791762,9.263033922257097,5.0296259792396345,0.6361441974303752,2300.028555594242,55.40606947398328
3,0,4.06,9.258487499062861,1.9606675379782168,1.5503265764424616,2.116159427057885,32.407947845896736,3.391588767415041,1.2167080486798207,1.7390735614193369,31.670981680723298,8.710830990111743,1.6088099888868925,2705.9719209770583,461.3494348567997
4,0,3.13,8.412648308734811,1.8612475484984958,1.4638063627603277,2.042131585863396,28.903324301811114,3.2266924100139867,1.1301878349976868,1.6650457202248476,28.166358136637676,7.864991799783693,1.5093899994071716,2536.071530485507,291.4490443652485
5,0,3.71,8.801909502835795,1.9190577417921277,1.5104535201618556,2.0892397538573526,27.13411423879261,3.1905578292187893,1.1768349923992147,1.7121538882188043,26.39714807361917,8.254252993884677,1.5672001927008035,2641.1217638748003,396.4992777545417
6,0,1.62,5.577316452870234,0.9982497047998414,0.8102983730645736,1.0890342842676892,10.000000175951266,1.4904907095134792,0.4766798453019328,0.7119484186291409,9.263034010777826,5.029659943919116,0.646392155708517,2337.2504363964235,92.62795027616494
7,0,4.63,9.564387455777489,2.055690313438294,1.6401331136767348,2.1991694778763864,25.222322071174368,3.173367404417709,1.3065145859140939,1.822083612237838,24.48535590600093,9.016730946826371,1.7038327643469695,2816.372822026645,571.7503359063862
8,0,1.61,5.577283273838577,0.9981169166511038,0.8102043181643022,1.0888677249990293,10.000000206670348,1.4902927169290123,0.4765857904016613,0.711781859360481,9.263034041496908,5.029626764887459,0.6462593675597794,2336.2922296485626,91.66974352830402
9,0,4.52,9.561066392176878,2.052059745954098,1.6325297657890723,2.196066261023971,24.934819010197767,3.1344338420298214,1.2989112380264314,1.8189803953854227,24.19785284502433,9.01340988322576,1.7002021968627736,2794.6885056239507,550.0660195036921
10,1,1.64,5.591499266764701,1.0007546575976642,0.8133029751021689,1.0896104956839443,10.000000323575161,1.4918507358462076,0.47968444733952803,0.712524630045396,9.263034158401721,5.0432428236095035,0.6488093290140862,2339.432592273498,94.8101061532393
11,1,4.12,9.477169890452725,1.9760612439058274,1.5618305786035316,2.1278330208068854,30.66879864360819,3.3306902590891454,1.2282120508408907,1.7507471551683371,29.931832478434753,8.928913447297528,1.6241159153222493,2716.899921170544,472.2774350502855
12,1,2.55,6.989357075296302,1.479506656887306,1.1695665318174793,1.6256433156533874,10.000000035874697,2.1332290074534765,0.8359480040548384,1.248557450014839,9.263033870701257,6.441100632141104,1.127561328303728,2439.6877834158354,195.06529729557678
13,1,3.0,8.403761698115053,1.8025173704657889,1.418101036289852,1.9751113550287627,28.708799961020606,3.2176294526554616,1.0844825085272112,1.5980254893902144,27.971833795847168,7.855505254959856,1.4505720418822108,2512.815008778633,268.1925226583744
14,1,1.67,5.596116782229447,1.0016957050855169,0.8140600857464817,1.090653291268547,10.00000065938588,1.4931021897238133,0.48044155798384086,0.7135674256299986,9.26303449421244,5.04786033907425,0.6497503765019388,2342.3160277275465,97.6935416072879
15,1,2.55,6.989357075296302,1.479506656887306,1.1695665318174793,1.6256433156533874,10.000000035874697,2.1332290074534765,0.8359480040548384,1.248557450014839,9.263033870701257,6.441100632141104,1.127561328303728,2439.6877834158354,195.06529729557678
16,1,2.73,8.03442501120929,1.6461973854984855,1.2969955045185193,1.8020208073684554,11.136055518019692,2.3978089208151783,0.9633769767558784,1.424934941729907,10.399089352846252,7.486168568054093,1.2942520569149074,2466.8832193690764,222.26073324881781
17,1,0.37,0.6131159474164674,0.3626862430830788,0.3410420919964089,0.3869907030138156,0.8461002085489759,0.2802163830673812,0.007423564233768054,0.009904837375267317,0.109134043375536,0.06485950426127007,0.010740914499500764,2257.2640911778526,12.641605057594006
18,1,2.12,5.902017433153501,1.0519690238542867,0.8500320099397632,1.147571633324505,10.000002127261984,1.5294878508638245,0.5164134821771225,0.7704857676859567,9.263035962088544,5.353760989998304,0.7000236952707086,2386.856632376026,142.23414625576743
19,1,4.22,9.555729976268362,1.9829207480791897,1.566502497302209,2.131881179389613,28.864103693559937,3.2717819018272523,1.2328839695395681,1.7547953137510646,28.1271375283865,9.007473533113163,1.6309754194956116,2735.905517846065,491.28303172580627
20,2,3.28,,,,,,,,,,,,,
21,2,0.97,9.999999897615488,1.273322125259261,0.6076958921043043,0.8078785034601289,9.999999897615488,1.2592222239672402,0.27407736434166347,0.4307926378215806,9.263033732442048,9.452173203570714,0.9214402684596967,2281.9878659076776,37.36537978741899
22,2,1.81,17.736344689805208,4.596600063003179,1.0057260960551049,1.5527824433521733,17.736344689805208,5.120000568776228,0.672107568292464,1.175696577713625,16.99937852463177,17.18851799576043,4.244718206203615,2497.8547166361286,253.23223051587001
23,2,0.3,0.5823279212184128,0.35842716652250456,0.33804058947143684,0.38278671973773876,0.795129103172711,0.2736093368294374,0.004422061708795999,0.005700854099190467,0.05816293799927108,0.034501227173638016,0.006545309722940318,2254.8344792917374,10.211993171478753
24,2,0.79,0.7772994935097449,0.38701474728517943,0.3588937706700403,0.4133699562793007,1.304436718639038,0.32774168672807663,0.025275242907399464,0.03628409064075239,0.567470553465598,0.22947279946497012,0.03513289048561519,2272.1894988782988,27.567012758040164
25,2,4.0,,,,,,,,,,,,,
26,2,1.81,17.736344689805208,4.596600063003179,1.0057260960551049,1.5527824433521733,17.736344689805208,5.120000568776228,0.672107568292464,1.175696577713625,16.99937852463177,17.18851799576043,4.244718206203615,2497.8547166361286,253.23223051587001
27,2,3.08,,,,,,,,,,,,,
28,2,1.12,9.99999998657433,1.8048891199532708,0.6359011744330664,0.8714619323241822,9.99999998657433,1.6930877702673743,0.30228264667042554,0.49437606668563394,9.26303382140089,9.452173292529556,1.4530072631537065,2304.623521876466,60.00103575620733
29,2,0.44,0.6126016606948668,0.3629261296822734,0.34115378048210854,0.38693175656508366,0.8461000357174718,0.2794090409386683,0.0075352527194677,0.009845890926535372,0.1091338705440319,0.06477496665009197,0.01104427288270915,2259.6997381430006,15.077252022741959
30,3,3.33,8.462651891845208,1.8766508911356923,1.4718590726688496,2.0643246037578398,29.77868191660554,3.261867853206572,1.1382405449062087,1.6872387381192915,29.0417157514321,7.914548992644939,1.5247294210471907,2571.694338021225,327.0718519009665
31,3,0.64,0.6591522321409219,0.36920338568644145,0.34571014810477346,0.39363707649248186,0.9293183508828036,0.28962168207841804,0.012091620342132625,0.016551210853933573,0.19235218570936363,0.11104933294065189,0.01728191559793979,2266.72816789888,22.1056817786216
32,3,3.27,8.421565611260984,1.8694655481088625,1.4664076914735413,2.055585480429414,29.453842927111697,3.2427891857664037,1.1327891637109004,1.6784996147908655,28.71687676193826,7.873462712060714,1.5175440780203608,2560.9161157878466,316.293629667588
33,3,3.37,8.462651905438985,1.8768041815788745,1.471945826710963,2.0643770003331956,29.77868127021106,3.2619629549525286,1.1383272989483222,1.6872911346946473,29.04171510503762,7.914549006238715,1.524882711490373,2578.90096448582,334.27847836556157
34,3,1.93,5.892913095233463,1.0437487124592135,0.8470346470861544,1.1384235518167432,10.00000053388512,1.5151864923795149,0.5134161193235136,0.7613376861781949,9.26303436871168,5.344810196033193,0.6918272423707119,2367.701710483985,123.07922436372655
35,3,0.6,0.6591332699817163,0.3690878401400594,0.3456504136775998,0.3935344198436271,0.9292853506712648,0.28958205043284546,0.012031885914958962,0.01644855420507879,0.1923191854978249,0.11103037078144629,0.017166370051557744,2265.310482899038,20.687996778779507
36,3,0.53,0.6176105261880664,0.36413393314412534,0.34192349201455674,0.38805547980491517,0.8545281325574564,0.2807120906791179,0.008304964251915903,0.010969614166366881,0.11756196738401647,0.06950762698779644,0.012212463055623679,2262.8427786489133,18.22029252865468
37,3,4.13,9.475591219066072,1.9762968063638262,1.5619244759918554,2.128105964480872,30.668734432770215,3.330685443406701,1.2283059482292145,1.751020098842324,29.931768267596777,8.927488319865802,1.6243753362753246,2718.856642119325,474.2341559990664
38,3,4.15,9.495625008082131,1.9781526836743566,1.563245812649751,2.129351270771858,29.32132671278628,3.279407576907038,1.2296272848871102,1.7522654051333098,28.584360547612842,8.947522108881861,1.626231213585855,2722.6541212161055,478.0316350958469
